
----------------------------- live log collection ------------------------------
DEBUG    jax._src.path:path.py:41 etils.epath found. Using etils.epath for file I/O.

tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-15-float32] SKIPPED [ 64%]
tests/test_manifolds_jax.py::test_addition[Euclidean-15-float64] PASSED  [ 64%]
tests/test_manifolds_jax.py::test_scalar_mul[Euclidean-15-float64] PASSED [ 64%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Euclidean-15-float64] PASSED [ 64%]
tests/test_manifolds_jax.py::test_addition[Euclidean-15-float32] PASSED  [ 65%]
tests/test_manifolds_jax.py::test_scalar_mul[Euclidean-15-float32] PASSED [ 65%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Euclidean-15-float32] PASSED [ 65%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-2-float32] PASSED [ 65%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-2-float32] PASSED [ 65%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-2-float32] PASSED [ 65%]
tests/test_manifolds_jax.py::test_addition[Euclidean-10-float32] PASSED  [ 65%]
tests/test_manifolds_jax.py::test_scalar_mul[Euclidean-10-float32] PASSED [ 65%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Euclidean-10-float32] PASSED [ 65%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-2-float32] SKIPPED [ 66%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-2-float32] SKIPPED [ 66%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-2-float32] SKIPPED [ 66%]
tests/test_manifolds_jax.py::test_addition[Euclidean-5-float32] PASSED   [ 66%]
tests/test_manifolds_jax.py::test_scalar_mul[Euclidean-5-float32] PASSED [ 66%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Euclidean-5-float32] PASSED [ 66%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-10-float32-True] PASSED [ 66%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-10-float32-False] PASSED [ 66%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-10-float32-True] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-10-float32-False] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-10-float64-True] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-10-float64-False] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-10-float64-True] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-10-float64-False] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-11-float64-True] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-11-float64-False] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-11-float64-True] PASSED [ 67%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-11-float64-False] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-11-float64-True] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-11-float64-False] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-11-float64-True] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-11-float64-False] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-11-float64-True] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-11-float64-False] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-11-float64-True] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-11-float64-False] PASSED [ 68%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-11-float32-True] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-11-float32-False] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-11-float32-True] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-11-float32-False] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-10-float64-True] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-10-float64-False] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-10-float64-True] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-10-float64-False] PASSED [ 69%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-12-float64-True] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-12-float64-False] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-12-float64-True] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-12-float64-False] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-12-float32-True] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-12-float32-False] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-12-float32-True] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-12-float32-False] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-12-float64-True] PASSED [ 70%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-12-float64-False] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-12-float64-True] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-12-float64-False] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-12-float64-True] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-12-float64-False] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-12-float64-True] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-12-float64-False] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-12-float32-True] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-12-float32-False] PASSED [ 71%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-12-float32-True] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-12-float32-False] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-12-float64-True] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-12-float64-False] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-12-float64-True] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-12-float64-False] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-12-float64-True] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-12-float64-False] PASSED [ 72%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-12-float64-True] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-12-float64-False] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-12-float32-True] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-12-float32-False] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-12-float32-True] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-12-float32-False] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-11-float64-True] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-11-float64-False] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-11-float64-True] PASSED [ 73%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-11-float64-False] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-11-float32-True] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-11-float32-False] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-11-float32-True] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-11-float32-False] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-10-float64-True] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-10-float64-False] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-10-float64-True] PASSED [ 74%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-10-float64-False] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-10-float32-True] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-10-10-float32-False] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-10-float32-True] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-10-10-float32-False] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-12-float64-True] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-12-float64-False] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-12-float64-True] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-12-float64-False] PASSED [ 75%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-12-float32-True] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-12-float32-False] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-12-float32-True] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-12-float32-False] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-12-float64-True] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-12-float64-False] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-12-float64-True] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-12-float64-False] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-12-float64-True] PASSED [ 76%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-12-float64-False] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-12-float64-True] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-12-float64-False] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-12-float32-True] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-12-float32-False] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-12-float32-True] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-12-float32-False] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-11-float64-True] PASSED [ 77%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-11-float64-False] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-11-float64-True] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-11-float64-False] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-11-float32-True] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-11-float32-False] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-11-float32-True] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-11-float32-False] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-10-float64-True] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-10-float64-False] PASSED [ 78%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-10-float64-True] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-10-float64-False] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-10-float32-True] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-15-10-float32-False] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-10-float32-True] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-15-10-float32-False] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-12-float64-True] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-12-float64-False] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-12-float64-True] PASSED [ 79%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-12-float64-False] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-12-float32-True] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-12-float32-False] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-12-float32-True] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-12-float32-False] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-12-float64-True] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-12-float64-False] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-12-float64-True] PASSED [ 80%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-12-float64-False] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-12-float32-True] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-12-float32-False] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-12-float32-True] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-12-float32-False] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-11-float64-True] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-11-float64-False] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-11-float64-True] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-11-float64-False] PASSED [ 81%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-11-float32-True] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-11-float32-False] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-11-float32-True] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-11-float32-False] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-10-float64-True] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-10-float64-False] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-10-float64-True] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-10-float64-False] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-10-float32-True] PASSED [ 82%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-15-10-float32-False] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-10-float32-True] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-15-10-float32-False] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-11-float64-True] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-11-float64-False] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-11-float64-True] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-11-float64-False] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-11-float32-True] PASSED [ 83%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-11-float32-False] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-11-float32-True] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-11-float32-False] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-10-float64-True] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-10-float64-False] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-10-float64-True] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-10-float64-False] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-10-float32-True] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-15-10-float32-False] PASSED [ 84%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-10-float32-True] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-15-10-float32-False] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-12-float32-True] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-12-float32-False] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-12-float32-True] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-12-float32-False] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-11-float64-True] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-11-float64-False] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-11-float64-True] PASSED [ 85%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-11-float64-False] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-11-float32-True] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-11-float32-False] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-11-float32-True] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-11-float32-False] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-10-float64-True] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-10-float64-False] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-10-float64-True] PASSED [ 86%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-10-float64-False] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-10-float32-True] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-5-10-float32-False] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-10-float32-True] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-5-10-float32-False] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-11-float64-True] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-11-float64-False] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-11-float64-True] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-11-float64-False] PASSED [ 87%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-11-float32-True] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-11-float32-False] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-11-float32-True] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-11-float32-False] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-10-float64-True] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-10-float64-False] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-10-float64-True] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-10-float64-False] PASSED [ 88%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-10-float32-True] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_adam[PoincareBall-2-10-float32-False] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-10-float32-True] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_sgd[PoincareBall-2-10-float32-False] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-12-float32-True] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-12-float32-False] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-12-float32-True] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-12-float32-False] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-11-float64-True] PASSED [ 89%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-11-float64-False] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-11-float64-True] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-11-float64-False] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-11-float32-True] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-11-float32-False] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-11-float32-True] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-11-float32-False] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-10-float64-True] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-10-float64-False] PASSED [ 90%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-10-float64-True] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-10-float64-False] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-10-float32-True] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-10-10-float32-False] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-10-float32-True] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-10-10-float32-False] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-11-float64-True] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-11-float64-False] PASSED [ 91%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-11-float64-True] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-11-float64-False] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-11-float32-True] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-11-float32-False] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-11-float32-True] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-11-float32-False] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-10-float64-True] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-10-float64-False] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-10-float64-True] PASSED [ 92%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-10-float64-False] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-10-float32-True] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-10-10-float32-False] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-10-float32-True] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-10-10-float32-False] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-12-float32-True] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-12-float32-False] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-12-float32-True] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-12-float32-False] PASSED [ 93%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-12-float64-True] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-12-float64-False] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-12-float64-True] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-12-float64-False] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-12-float32-True] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-12-float32-False] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-12-float32-True] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-12-float32-False] PASSED [ 94%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-12-float64-True] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-12-float64-False] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-12-float64-True] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-12-float64-False] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-12-float32-True] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-12-float32-False] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-12-float32-True] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-12-float32-False] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-10-float32-True] PASSED [ 95%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-5-10-float32-False] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-10-float32-True] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-5-10-float32-False] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-11-float64-True] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-11-float64-False] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-11-float64-True] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-11-float64-False] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-11-float32-True] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-11-float32-False] PASSED [ 96%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-11-float32-True] PASSED [ 97%]
